objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,identifier,source,type,format,language,rights,rightsstatement
264,tuba2015.jpg,,TÜBA 2015 Ödül Töreni,Digital Ottoman Studies,2015,TÜBA 2015 Ödül Töreni,Ödül Töreni;Recep Tayyip Erdoğan,Ankara,39.93226,32.8609,MG-264,Anonim,Görüntü,image/jpg,,http://turknews.ca/toronto-universitesine-turkiyeden-bilim-odulu-,
265,tubaodul.jpg,,TÜBA 2015 Ödül Töreni,Digital Ottoman Studies,2015,TÜBA 2015 Ödül Töreni,Ödül Töreni;Recep Tayyip Erdoğan,Ankara,39.93226,32.8609,MG-265,Anonim,Görüntü,image/jpg,,http://turknews.ca/toronto-universitesine-turkiyeden-bilim-odulu-,
266,derintarih.jpg,,Derin Tarih Dergisi 5. Yıl Töreni,Digital Ottoman Studies,2017-04-06,Derin Tarih Dergisi 5. Yıl Töreni,Portre,"İstanbul,Topkapı",42.02011,28.9216,MG-266,Anonim,Görüntü,image/jpg,,,
267,erolgungor.jpg,,Erol Güngör Anma Programı,Digital Ottoman Studies,2018-11-27,Erol Güngör Anma Programı,Anma Programı;Doğan Cüceloğlu,İstanbul ,41.0766019,29.052495,MG-267,Anonim,Görüntü,image/jpg,,,
268,kristallale.jpg,,Kristal Lale Ödülleri,Digital Ottoman Studies,2016,Kristal Lale Ödülleri,Ödül Töreni,İstanbul,41.0766019,29.052495,MG-268,Anonim,Görüntü,image/jpg,,https://www.canligaste.com/tarihci-mehmet-genc-vefat-etti/31428/,
269,marmara.jpg,,Vefat Haberi,Digital Ottoman Studies,2021-03-18,Vefat Haberi,Portre,İstanbul,41.0766019,29.052495,MG-269,Marmara Üniversitesi,Görüntü,image/jpg,,https://www.marmara.edu.tr/news/universitemiz-emekli-ogretim-uyelerinden-dunyaca-unlu-osmanli-tarihcisi-hocamiz-mehmet-genc-vefat-etti,
270,artvin.jpg,,Artvin Mehmet Genç Kültür Evi açılışı,Digital Ottoman Studies,2009-06,Artvin Mehmet Genç Kültür Evi açılışı,Açılış,Artvin,41.18146,41.82616,MG-270,Türkiye Yazarlar Birliği,Görüntü,image/jpg,,https://www.tyb.org.tr/cemal-kurnaz-mehmet-gencle-artvinde-48490h.htm,
271,artvin2.jpg,,Artvin Mehmet Genç Kültür Evi açılışı,Digital Ottoman Studies,2009-06,Artvin Mehmet Genç Kültür Evi açılışı,Açılış,Artvin,41.18146,41.82616,MG-271,Türkiye Yazarlar Birliği,Görüntü,image/jpg,,https://www.tyb.org.tr/cemal-kurnaz-mehmet-gencle-artvinde-48490h.htm,
272,artvin3.jpg,,Artvin Mehmet Genç Kültür Evi açılışı,Digital Ottoman Studies,2009-06,Artvin Mehmet Genç Kültür Evi açılışı,Açılış,Artvin,41.18146,41.82616,MG-272,Türkiye Yazarlar Birliği,Görüntü,image/jpg,,https://www.tyb.org.tr/cemal-kurnaz-mehmet-gencle-artvinde-48490h.htm,
273,artvin4.jpg,,Artvin Mehmet Genç Kültür Evi açılışı,Digital Ottoman Studies,2009-06,Artvin Mehmet Genç Kültür Evi açılışı,Açılış,Artvin,41.18146,41.82616,MG-273,Türkiye Yazarlar Birliği,Görüntü,image/jpg,,https://www.tyb.org.tr/cemal-kurnaz-mehmet-gencle-artvinde-48490h.htm,
274,yedikıta.jpg,,Yedikıta Dergisi Röportaj,Digital Ottoman Studies,2015,Yedikıta Dergisi Röportaj,Röportaj,İstanbul,41.0766019,29.052495,MG-274,Yedi Kıta Dergisi,Görüntü,image/jpg,,https://yedikita.com.tr/hakikati-arayan-insanlara-cok-ihtiyac-var/,
275,,dc-RXpDduQk,Osmanlı Ekonomi Tarihine Adanmış Bir Ömür: Mehmet Genç,Digital Ottoman Studies,2021-03-19,Osmanlı Ekonomi Tarihine Adanmış Bir Ömür: Mehmet Genç,Haber,İstanbul,41.0766019,29.052495,MG-275,Anadolu Ajansı,Video,video/mp4,,https://www.youtube.com/watch?v=dc-RXpDduQk&t=11s,
276,twitter.jpg,,Mehmet Genç,Digital Ottoman Studies,,Mehmet Genç,Portre,İstanbul,41.0766019,29.052495,MG-276,Zeynep Çiğdem Hanım Twitter Hesabı,Görüntü,image/jpg,,,
277,twitter2.jpg,,Mehmet Genç Evinde,Digital Ottoman Studies,2020,Mehmet Genç Evinde,Portre,"İstanbul,Koşuyolu",41.0136581,29.0367041,MG-277,Zeynep Çiğdem Hanım Twitter Hesabı,Görüntü,image/jpg,,,
278,twitter3.jpg,,Mehmet Genç Çalışırken,Digital Ottoman Studies,2020,Mehmet Genç Çalışırken,Portre,Yalova,40.6549287,29.283525,MG-278,Zeynep Çiğdem Hanım Twitter Hesabı,Görüntü,image/jpg,,,
279,twitter4.jpg,,Mehmet Genç Evinde,Digital Ottoman Studies,2020,Mehmet Genç Evinde,Portre,"İstanbul,Koşuyolu",41.0136581,29.0367041,MG-279,Zeynep Çiğdem Hanım Twitter Hesabı,Görüntü,image/jpg,,,
280,twitter5.jpg,,Mehmet Genç Evinde,Digital Ottoman Studies,2020,Mehmet Genç Evinde,Portre,"İstanbul,Koşuyolu",41.0136581,29.0367041,MG-280,Zeynep Çiğdem Hanım Twitter Hesabı,Görüntü,image/jpg,,,
281,twitter6.jpg,,Mehmet Genç,Digital Ottoman Studies,2020,Mehmet Genç,Portre,Yalova,40.6549287,29.283525,MG-281,Zeynep Çiğdem Hanım Twitter Hesabı,Görüntü,image/jpg,,,
282,leiden.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-282,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,,,
283,leiden2.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-283,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,,,
284,leiden3.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-284,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,,,
285,leiden4.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-285,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,,,
286,leiden5.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-286,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,,,
287,leiden6.jpg,,"İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Erol Güngör",Digital Ottoman Studies,2008-12-04,"İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Erol Güngör",Gezi;Erol Özvar,"Hollanda,Amsterdam",52.1572143,4.48524118,MG-287,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/IsmailHakkiKadi/status/1373389948880105476?s=20,
288,leiden7.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-288,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,,,
289,leiden8.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-289,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,,,
290,leiden9.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Digital Ottoman Studies,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-290,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,,,
291,istanbuldersi.jpg,,İstanbul Şehir Üniversitesi İstanbul Tarihi Dersi 2019-Bahar,Digital Ottoman Studies,2019,İstanbul Şehir Üniversitesi İstanbul Tarihi Dersi 2019-Bahar,Ders;Yunus Uğur,"İstanbul,Altunizade",41.025594,29.045055,MG-291,Anonim,Görüntü,image/jpg,,,
292,kenanyildiz.jpg,,Mehmet Genç,Digital Ottoman Studies,,Mehmet Genç,Portre,"İstanbul,Altunizade",41.025594,29.045055,MG-292,Kenan Yıldız Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/kenaniyldz/status/1384952484465152003?s=20,
293,mezuniyet.jpg,,İstanbul Şehir Üniversitesi Mezuniyet Buluşması,Digital Ottoman Studies,2018,İstanbul Şehir Üniversitesi Mezuniyet Buluşması,Öğrenci Buluşması,"İstanbul,Dragos",40.9039918,29.1542861,MG-293,Anonim,Görüntü,image/jpg,,,
294,nimet.jpg,,İstanbul Şehir Üniversitesi Paleografya Dersi,Digital Ottoman Studies,2019,İstanbul Şehir Üniversitesi Paleografya Dersi,Ders;Fehmi Yılmaz,"İstanbul,Altunizade",41.025594,29.045055,MG-294,Nimet İpek Twitter Hesabı,Görüntü,image/jpg,,,
295,ders19.jpg,,İstanbul Şehir Üniversitesi Paleografya Dersi,Digital Ottoman Studies,2019,İstanbul Şehir Üniversitesi Paleografya Dersi,Ders,"İstanbul,Altunizade",41.025594,29.045055,MG-295,Anonim,Görüntü,image/jpg,,,
296,ders2018.jpg,,İstanbul Şehir Üniversitesi Paleografya Dersi,Digital Ottoman Studies,2018,İstanbul Şehir Üniversitesi Paleografya Dersi,Ders,"İstanbul,Altunizade",41.025594,29.045055,MG-296,Anonim,Görüntü,image/jpg,,,
297,paleografi2018.jpg,,İstanbul Şehir Üniversitesi Paleografya Dersi,Digital Ottoman Studies,2018,İstanbul Şehir Üniversitesi Paleografya Dersi,Ders,"İstanbul,Altunizade",41.025594,29.045055,MG-297,Anonim,Görüntü,image/jpg,,,
298,iftar.jpg,,İstanbul Şehir Üniversitesi Tarih Bölümü İftar Programı,Digital Ottoman Studies,2019,İstanbul Şehir Üniversitesi Tarih Bölümü İftar Programı,Öğrenci Buluşması,"İstanbul,Dragos",40.9039918,29.1542861,MG-298,Anonim,Görüntü,image/jpg,,,
299,lacivert.pdf,,Hac Yolundaki Karıncanın Vedası: Mehmet Genç,Digital Ottoman Studies,2021-04,Vefatının ardından Coşkun Yılmaz ile Lacivert Dergisi'nde yapılan röportaj,Vefayat;Söyleşi;Coşkun Yılmaz,,,,MG-299,Lacivert Dergisi,Döküman,application/pdf,tr,https://www.lacivertdergi.com/,
300,ulesam.pdf,,Osmanlı İktisat Tarihinde Bir Çınar: Mehmet Genç,Digital Ottoman Studies,2021-04-22,Vefatının ardından Aslıhan Nakiboğlu tarafından hazırlanan araştırma-inceleme yazısı,Araştırma;Aslıhan Nakiboğlu,,,,MG-300,Ulesam,Döküman,application/pdf,tr,https://ulesam.org/osmanli-iktisat-tarihinde-bir-cinar-mehmet-genc.html,
301,gercekhayat.jpg,,Osmanlı Arşivi İslam'ın Arşividir,Digital Ottoman Studies,2018-09-10,Osmanlı Arşivi İslam'ın Arşividir başlıklı röportaj,Röportaj,İstanbul,41.0766019,29.052495,MG-301,Gerçek Hayat,Görüntü,image/jpg,,http://www.gercekhayat.com.tr/roportaj/osmanli-arsivi-islamin-arsividir/,
302,zeyrek.jpg,,Zeyrek Gezisi,Digital Ottoman Studies,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,MG-302,Beyza Topuz Demir,Görüntü,image/jpg,,,
303,zeyrek1.jpg,,Zeyrek Gezisi,Digital Ottoman Studies,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,MG-303,Beyza Topuz Demir,Görüntü,image/jpg,,,
304,zeyrek2.jpg,,Zeyrek Gezisi,Digital Ottoman Studies,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,MG-304,Beyza Topuz Demir,Görüntü,image/jpg,,,
305,zeyrek3.jpg,,Zeyrek Gezisi,Digital Ottoman Studies,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,MG-305,Beyza Topuz Demir,Görüntü,image/jpg,,,
306,zeyrek4.jpg,,Zeyrek Gezisi,Digital Ottoman Studies,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,MG-306,Beyza Topuz Demir,Görüntü,image/jpg,,,
307,zeyrek5.jpg,,Zeyrek Gezisi,Digital Ottoman Studies,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,MG-307,Beyza Topuz Demir,Görüntü,image/jpg,,,
308,sehir16.jpg,,İstanbul Şehir Üniversitesi,Digital Ottoman Studies,2016,İstanbul Şehir Üniversitesi,Portre,"İstanbul,Altunizade",41.025594,29.045055,MG-308,Beyza Topuz Demir,Görüntü,image/jpg,,,
309,sakarya.jpg,,Sakarya Üniversitesi Osmanlı İktisadi Sistemi ve Vakıflar Konferansı,Digital Ottoman Studies,2019-05-08,Sakarya Üniversitesi Osmanlı İktisadi Sistemi ve Vakıflar Konferansı,Konferans,Sakarya,40.74211,30.33296,MG-309,Sakarya Üniversitesi,Görüntü,image/jpg,,https://haber.sakarya.edu.tr/osmanli-iktisadi-sistemi-ve-vakiflar-h89685.html,
310,sakarya1.jpg,,Sakarya Üniversitesi Osmanlı İktisadi Sistemi ve Vakıflar Konferansı,Digital Ottoman Studies,2019-05-08,Sakarya Üniversitesi Osmanlı İktisadi Sistemi ve Vakıflar Konferansı,Konferans,Sakarya,40.74211,30.33296,MG-310,Sakarya Üniversitesi,Görüntü,image/jpg,,https://haber.sakarya.edu.tr/osmanli-iktisadi-sistemi-ve-vakiflar-h89685.html,
311,sakarya2.jpg,,Sakarya Üniversitesi Osmanlı İktisadi Sistemi ve Vakıflar Konferansı,Digital Ottoman Studies,2019-05-08,Sakarya Üniversitesi Osmanlı İktisadi Sistemi ve Vakıflar Konferansı,Konferans,Sakarya,40.74211,30.33296,MG-311,Sakarya Üniversitesi,Görüntü,image/jpg,,https://haber.sakarya.edu.tr/osmanli-iktisadi-sistemi-ve-vakiflar-h89685.html,
312,samblog.jpg,,İstanbul Şehir Üniversitesi,Digital Ottoman Studies,2020-01-04,İstanbul Şehir Üniversitesi,Portre,"İstanbul,Altunizade",41.025594,29.045055,MG-312,Samblog,Görüntü,image/jpg,,http://samblog.org/yonetim-kurulu-uyemiz-mehmet-genc-tuba-akademi-seref-uyesi-secildi/,
313,yenisafak.jpg,,Yeni Şafak Gazetesi Tevazuyu Hakikati Ararken Öğrendim Başlıklı Röportajı,Digital Ottoman Studies,2012-05-27,Yeni Şafak Gazetesi Tevazuyu Hakikati Ararken Öğrendim Başlıklı Röportajı,Röportaj,İstanbul,41.0766019,29.052495,MG-313,Yeni Şafak Gazetesi,Görüntü,image/jpg,,https://www.yenisafak.com/yenisafakpazar/tevazuyu-hakikati-ararken-ogrendim-385430,
314,dunyabizim3.jpg,,Osmanlı Kapitalizm İlişkisi Başlıklı Söyleşi,Digital Ottoman Studies,2021-03-19,Osmanlı Kapitalizm İlişkisi Başlıklı Söyleşi,Söyleşi,"İstanbul,Altunizade",41.025594,29.045055,MG-314,Dünyabizim,Görüntü,image/jpg,,https://www.dunyabizim.com/soylesi/mehmet-genc-osmanlilar-toprak-ve-emek-gibi-sermayeyi-de-kontrol-ediyorlar-h835.html,
315,dunyabizim4.jpg,,Osmanlı Kapitalizm İlişkisi Başlıklı Söyleşi,Digital Ottoman Studies,2021-03-19,Osmanlı Kapitalizm İlişkisi Başlıklı Söyleşi,Söyleşi,"İstanbul,Altunizade",41.025594,29.045055,MG-315,Dünyabizim,Görüntü,image/jpg,,https://www.dunyabizim.com/soylesi/mehmet-genc-osmanlilar-toprak-ve-emek-gibi-sermayeyi-de-kontrol-ediyorlar-h835.html,
316,,eGjmJTF7_r4,Mehmet Genç'i Anma ve Anlama Paneli,Digital Ottoman Studies,2021-05-03,Mehmet Genç'i Anma ve Anlama Paneli,Panel,,,,MG-316,Tarihçiler Medya Youtube Kanalı,Video,video/mp4,,https://www.youtube.com/watch?v=eGjmJTF7_r4&t=272s,
317,yalova.jpg,,Osmanlı Sosyal ve Ekonomik Tarihi Sempozyumu,Digital Ottoman Studies,2013-08-02,Osmanlı Sosyal ve Ekonomik Tarihi Sempozyumu,Sempozyum,Yalova,40.6527099,29.2692093,MG-317,Yalova Üniversitesi,Görüntü,image/jpg,,https://www.yalova.edu.tr/tr/Page/Icerik/sempozyum-osmanli-sosyal-ve-ekonomik-tarihi,
318,,eGjmJTF7_r4&t=272s,Marmara Kıraathanesi,Digital Ottoman Studies,,Marmara Kıraathanesi,Belgesel,İstanbul,41.0766019,29.052495,MG-318,Yedirenk Film Youtube Kanalı,Video,video/mp4,,https://www.youtube.com/watch?v=wStjfRjByXI,
319,isam.jpg,,İsam Cuma Toplantıları,Digital Ottoman Studies,2020-04-21,İsam Cuma Toplantıları,Toplantı;İsmail Erünsal,"İstanbul, Altunizade",41.025594,29.045055,MG-319,Kenan Yıldız Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/kenaniyldz/status/1252349526708346881,
320,isam2.jpg,,İsam Cuma Toplantıları,Digital Ottoman Studies,2020-04-21,İsam Cuma Toplantıları,Toplantı;İsmail Erünsal;Erol Özvar,"İstanbul,Altunizade",41.025594,29.045055,MG-320,Kenan Yıldız Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/kenaniyldz/status/1252349526708346881,
321,isam3.jpg,,İsam Cuma Toplantıları,Digital Ottoman Studies,2020-04-21,İsam Cuma Toplantıları,Toplantı;İsmail Erünsal;Abdurrahman Atçıl,"İstanbul,Altunizade",41.025594,29.045055,MG-321,Kenan Yıldız Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/kenaniyldz/status/1252349526708346881,
322,dailysabah.pdf,,Mehmet Genç: Legendary Turkish Historian of Ottoman Economics,Digital Ottoman Studies,2021-03-29,Vefatının ardından Daily Sabah Gazetesinde yayınlanan Hakan Asrlanbenzer'in yazısı,Vefayat;Hakan Arslanbenzer,,,,MG-322,Daily Sabah,Döküman,application/pdf,tr,https://www.dailysabah.com/arts/portrait/mehmet-genc-legendary-turkish-historian-of-ottoman-economics,
323,bilig.pdf,,In Memoriam: Mehmet Genç,Digital Ottoman Studies,2021,Vefatının ardından Bilig Dergisinde yayınlanan Murat Çizakça'nın yazısı,Vefayat;Murat Çizakça,,,,MG-323,Bilig,Döküman,application/pdf,eng,http://bilig.yesevi.edu.tr/,
324,trtworld.pdf,,"Giant of Ottoman Economic history, Mehmet Genc, Laid to Rest",Digital Ottoman Studies,2021-03-19,Vefatının ardından yayınlanan yazı,Vefayat,,,,MG-324,TRT World,Döküman,application/pdf,eng,https://www.trtworld.com/magazine/giant-of-ottoman-economic-history-mehmet-genc-laid-to-rest-45158,
325,kucukali.pdf,,"Kitap Değerlendirmesi, Murathan Küçükali",Digital Ottoman Studies,2015,Osmanlı İmparatorluğu’nda Devlet ve Ekonomi isimli kitap hakkında Murathan Küçükali'nin değerlendirmesi,Kitap Değerlendirmesi;Murathan Küçükali,,,,MG-325,Ötüken,Döküman,application/pdf,tr,https://www.otuken.com.tr/,
326,literatur.pdf,,"Kitap Değerlendirmesi, Anonim",Digital Ottoman Studies,2003,Osmanlı İmparatorluğu’nda Devlet ve Ekonomi isimli kitap hakkında anonim bir değerlendirme,Kitap Değerlendirmesi;Fehmi Yılmaz,,,,MG-326,Literatür Dergisi,Döküman,application/pdf,tr,https://www.talid.org/,
327,turkishstudies.pdf,,"Kitap Değerlendirmesi, Erol Özvar",Digital Ottoman Studies,2001,Osmanlı İmparatorluğu’nda Devlet ve Ekonomi isimli kitap hakkında Erol Özvar'ın değerlendirmesi,Kitap Değerlendirmesi;Erol Özvar,,,,MG-327,Turkish Studies Association Bulletin,Döküman,application/pdf,eng,https://turkishstudies.net/turkishstudies.jsp,
328,eldem.pdf,,Mehmet Genç'in Osmanlı Klasik Sistemini Algılayışı,Digital Ottoman Studies,2013,"""Mehmet Genç'in Osmanlı Klasik Sistemini Algılayışı"" Edhem Eldem",Kitap Bölümü;Portre;Kişiler;Edhem Eldem,İstanbul,41.0766019,29.052495,MG-328,"Türk Tarihçiliğinde Dört Sima, Timaş Yayınları, 173-184. ",Döküman,application/pdf,tr,,
329,erolozvar.pdf,,Mehmet Genç: Belgeden Modele Uzanan Bir Portre,Digital Ottoman Studies,2013,"Erol Özvar'ın ""Mehmet Genç: Belgeden Modele Uzanan Bir Portre"" isimli makalesi",Kitap Bölümü;Portre;Kişiler;Erol Özvar,İstanbul,41.0766019,29.052495,MG-329,"Türk Tarihçiliğinde Dört Sima, Timaş Yayınları, 233-248.",Döküman,application/pdf,tr,,
330,salzmann.pdf,,"Mehmet Genç, İktisat Tarihçisi",Digital Ottoman Studies,2013,"Ariel Salzmann'ın ""Mehmet Genç, İktisat Tarihçisi"" adlı makalesi",Kitap Bölümü;Portre;Kişiler;Ariel Salzmann,İstanbul,41.0766019,29.052495,MG-330,"Türk Tarihçiliğinde Dört Sima, Timaş Yayınları, 195-212",,application/pdf,tr,,
331,kucukkalay.pdf,,Bir Entelektüel Olarak Mehmet Genç: Milli Tarih Şuuru Oluşturmak ya da Türk-İslam Ahlâkı ve Osmanlı'nın Ruhu,Digital Ottoman Studies,2013,"Abdullah Mesud Küçükkalay'ın ""Bir Entelektüel Olarak Mehmet Genç: Milli Tarih Şuuru Oluşturmak ya da Türk-İslam Ahlâkı ve Osmanlı'nın Ruhu"" başlıklı makalesi",Kitap Bölümü;Portre;Kişiler;Abdullah Mesud Küçükkalay,İstanbul,41.0766019,29.052495,MG-331,"Türk Tarihçiliğinde Dört Sima, Timaş Yayınları, 213-248.",,application/pdf,tr,,
332,mustafaozel.jpg,,Mustafa Özel ile Mehmet Genç,Digital Ottoman Studies,2021,Mustafa Özel ile Mehmet Genç,Portre,İstanbul,41.0766019,29.052495,MG-332,Mustafa Özel Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/MustafaOzelden/status/1390251939091341318?s=20,
333,karpat.jpeg,,Kemal Karpat'ı Anma Toplantısı,Digital Ottoman Studies,2019,Kemal Karpat'ı Anma Toplantısı,Toplantı;Kişiler;Kemal Karpat,"İstanbul,Dragos",40.9039918,29.1542861,MG-333,Büşranur Bekman,Görüntü,image/jpeg,,,
334,MG_kapak.jpg,,,,,,,,,,,,,,,,
